,Variante,Melhor,Mediana,Média,Desvio Padrão,Pior
4,APM,2990.120972702553,3218.785795496116,3222.2082986508594,108.08110806270457,3470.334098002665
5,APM_Med_3,1473.56733922076,1596.3432227759245,1582.9452831607432,55.87234865335026,1681.3295676157768
6,APM_Worst,1473.56733922076,1596.7973425513242,1589.847018650554,61.21453935539854,1694.0328088821861
7,APM_Spor_Mono,1473.56733922076,1611.6971278217259,1590.7381389837465,60.85446588152243,1681.8129057133544
